#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_chrysanthemum_petal_lake;Chrysanthemum Petal Lake;Chrysanthemum Petal Lake;Chrysanthemum Petal Lake;;Chrysanthemum Petal Lake;;;;;;;;;x
b_chrysanthemum_petal_lake_adj;Chrysanthemum Petal Lakean;;Chrysanthemum Petal Laker;;;;;;;;;;;x
b_chuugen_province;Chuugen province;Chuugen province;Chuugen province;;Chuugen province;;;;;;;;;x
b_chuugen_province_adj;Chuugen provincean;;Chuugen provincer;;;;;;;;;;;x
b_city_of_night;City of Night;City of Night;City of Night;;City of Night;;;;;;;;;x
b_city_of_night_adj;City of Nightian;;City of Nighter;;;;;;;;;;;x
b_city_of_remembrance;City Of Remembrance;City Of Remembrance;City Of Remembrance;;City Of Remembrance;;;;;;;;;x
b_city_of_remembrance_adj;City Of Remembrancean;;City Of Remembrancer;;;;;;;;;;;x
b_city_of_tears;City Of Tears;City Of Tears;City Of Tears;;City Of Tears;;;;;;;;;x
b_city_of_tears_adj;City Of Tearsian;;City Of Tearser;;;;;;;;;;;x
b_cold_wind_city;Cold wind city;Cold wind city;Cold wind city;;Cold wind city;;;;;;;;;x
b_cold_wind_city_adj;Cold wind citian;;Cold wind citer;;;;;;;;;;;x
b_crystal_cave;Crystal Cave;Crystal Cave;Crystal Cave;;Crystal Cave;;;;;;;;;x
b_crystal_cave_adj;Crystal Cavean;;Crystal Caver;;;;;;;;;;;x
b_daidoji_estates;Daidoji Estates;Daidoji Estates;Daidoji Estates;;Daidoji Estates;;;;;;;;;x
b_daidoji_estates_adj;Daidoji Estatesian;;Daidoji Estateser;;;;;;;;;;;x
b_daidoji_training_grounds;Daidoji Training Grounds;Daidoji Training Grounds;Daidoji Training Grounds;;Daidoji Training Grounds;;;;;;;;;x
b_daidoji_training_grounds_adj;Daidoji Training Groundsian;;Daidoji Training Groundser;;;;;;;;;;;x
b_daikoku_seido;Daikoku Seido;Daikoku Seido;Daikoku Seido;;Daikoku Seido;;;;;;;;;x
b_daikoku_seido_adj;Daikoku Seidian;;Daikoku Seider;;;;;;;;;;;x
b_dark_edge_village;Dark Edge Village;Dark Edge Village;Dark Edge Village;;Dark Edge Village;;;;;;;;;x
b_dark_edge_village_adj;Dark Edge Villagean;;Dark Edge Villager;;;;;;;;;;;x
b_dawn_tower;Dawn Tower;Dawn Tower;Dawn Tower;;Dawn Tower;;;;;;;;;x
b_dawn_tower_adj;Dawn Towerian;;Dawn Towerer;;;;;;;;;;;x
b_doji_plains;Doji Plains;Doji Plains;Doji Plains;;Doji Plains;;;;;;;;;x
b_doji_plains_adj;Doji Plainsian;;Doji Plainser;;;;;;;;;;;x
b_dojo_of_the_closed_eye;Dojo of the Closed Eye;Dojo of the Closed Eye;Dojo of the Closed Eye;;Dojo of the Closed Eye;;;;;;;;;x
b_dojo_of_the_closed_eye_adj;Dojo of the Closed Eyean;;Dojo of the Closed Eer;;;;;;;;;;;x
b_dojo_raiden;Dojo Raiden;Dojo Raiden;Dojo Raiden;;Dojo Raiden;;;;;;;;;x
b_dojo_raiden_adj;Dojo Raidenian;;Dojo Raidener;;;;;;;;;;;x
b_douro_province;Douro province;Douro province;Douro province;;Douro province;;;;;;;;;x
b_douro_province_adj;Douro provincean;;Douro provincer;;;;;;;;;;;x
b_dragonfly_province;Dragonfly province;Dragonfly province;Dragonfly province;;Dragonfly province;;;;;;;;;x
b_dragonfly_province_adj;Dragonfly provincean;;Dragonfly provincer;;;;;;;;;;;x
b_duzaki_toshi;Duzaki Toshi;Duzaki Toshi;Duzaki Toshi;;Duzaki Toshi;;;;;;;;;x
b_duzaki_toshi_adj;Duzaki Toshian;;Duzaki Tosher;;;;;;;;;;;x
b_east_wall_of_otosan_uchi;East Wall Of Otosan Uchi;East Wall Of Otosan Uchi;East Wall Of Otosan Uchi;;East Wall Of Otosan Uchi;;;;;;;;;x
b_east_wall_of_otosan_uchi_adj;East Wall Of Otosan Uchian;;East Wall Of Otosan Ucher;;;;;;;;;;;x
b_egami_mura;Egami Mura;Egami Mura;Egami Mura;;Egami Mura;;;;;;;;;x
b_egami_mura_adj;Egami Muran;;Egami Murer;;;;;;;;;;;x
b_eiyu_province;Eiyu province;Eiyu province;Eiyu province;;Eiyu province;;;;;;;;;x
b_eiyu_province_adj;Eiyu provincean;;Eiyu provincer;;;;;;;;;;;x
b_enjaku_mura;Enjaku Mura;Enjaku Mura;Enjaku Mura;;Enjaku Mura;;;;;;;;;x
b_enjaku_mura_adj;Enjaku Muran;;Enjaku Murer;;;;;;;;;;;x
b_enkaku_province;Enkaku province;Enkaku province;Enkaku province;;Enkaku province;;;;;;;;;x
b_enkaku_province_adj;Enkaku provincean;;Enkaku provincer;;;;;;;;;;;x
b_exiles_road_watchtower;Exiles Road Watchtower;Exiles Road Watchtower;Exiles Road Watchtower;;Exiles Road Watchtower;;;;;;;;;x
b_exiles_road_watchtower_adj;Exiles Road Watchtowerian;;Exiles Road Watchtowerer;;;;;;;;;;;x
b_exiles_shrine;Exiles Shrine;Exiles Shrine;Exiles Shrine;;Exiles Shrine;;;;;;;;;x
b_exiles_shrine_adj;Exiles Shrinean;;Exiles Shriner;;;;;;;;;;;x
b_face_of_the_east_castle;Face of the East Castle;Face of the East Castle;Face of the East Castle;;Face of the East Castle;;;;;;;;;x
b_face_of_the_east_castle_adj;Face of the East Castlean;;Face of the East Castler;;;;;;;;;;;x
b_falling_wind_dojo;Falling Wind Dojo;Falling Wind Dojo;Falling Wind Dojo;;Falling Wind Dojo;;;;;;;;;x
b_falling_wind_dojo_adj;Falling Wind Dojian;;Falling Wind Dojer;;;;;;;;;;;x
b_festering_pit;Festering Pit;Festering Pit;Festering Pit;;Festering Pit;;;;;;;;;x
b_festering_pit_adj;Festering Pitian;;Festering Piter;;;;;;;;;;;x
b_first_breath_dojo;First Breath Dojo;First Breath Dojo;First Breath Dojo;;First Breath Dojo;;;;;;;;;x
b_first_breath_dojo_adj;First Breath Dojian;;First Breath Dojer;;;;;;;;;;;x
b_foothills_keep;Foothills Keep;Foothills Keep;Foothills Keep;;Foothills Keep;;;;;;;;;x
b_foothills_keep_adj;Foothills Keepian;;Foothills Keeper;;;;;;;;;;;x
b_footnote_village;Footnote Village;Footnote Village;Footnote Village;;Footnote Village;;;;;;;;;x
b_footnote_village_adj;Footnote Villagean;;Footnote Villager;;;;;;;;;;;x
b_foshi;Foshi;Foshi;Foshi;;Foshi;;;;;;;;;x
b_foshi_adj;Foshian;;fosher;;;;;;;;;;;x
b_friendly_traveler_village;Friendly Traveler Village;Friendly Traveler Village;Friendly Traveler Village;;Friendly Traveler Village;;;;;;;;;x
b_friendly_traveler_village_adj;Friendly Traveler Villagean;;Friendly Traveler Villager;;;;;;;;;;;x
b_fukurokujin_mura;Fukurokujin Mura;Fukurokujin Mura;Fukurokujin Mura;;Fukurokujin Mura;;;;;;;;;x
b_fukurokujin_mura_adj;Fukurokujin Muran;;Fukurokujin Murer;;;;;;;;;;;x
b_fukurokujin_seido;Fukurokujin Seido;Fukurokujin Seido;Fukurokujin Seido;;Fukurokujin Seido;;;;;;;;;x
b_fukurokujin_seido_adj;Fukurokujin Seidian;;Fukurokujin Seider;;;;;;;;;;;x
b_garanto_province;Garanto province;Garanto province;Garanto province;;Garanto province;;;;;;;;;x
b_garanto_province_adj;Garanto provincean;;Garanto provincer;;;;;;;;;;;x
b_garanto_province_2;Garanto province;Garanto province;Garanto province;;Garanto province;;;;;;;;;x
b_garanto_province_2_adj;Garanto provincean;;Garanto provincer;;;;;;;;;;;x
b_garden_under_shadow_city;Garden Under Shadow City;Garden Under Shadow City;Garden Under Shadow City;;Garden Under Shadow City;;;;;;;;;x
b_garden_under_shadow_city_adj;Garden Under Shadow Citian;;Garden Under Shadow Citer;;;;;;;;;;;x
b_gi_seido;Gi Seido;Gi Seido;Gi Seido;;Gi Seido;;;;;;;;;x
b_gi_seido_adj;Gi Seidian;;Gi Seider;;;;;;;;;;;x
b_ginasutra;Ginasutra;Ginasutra;Ginasutra;;Ginasutra;;;;;;;;;x
b_ginasutra_adj;Ginasutran;;ginasutrer;;;;;;;;;;;x
b_gisei_province;Gisei province;Gisei province;Gisei province;;Gisei province;;;;;;;;;x
b_gisei_province_adj;Gisei provincean;;Gisei provincer;;;;;;;;;;;x
b_gisei_toshi;Gisei Toshi;Gisei Toshi;Gisei Toshi;;Gisei Toshi;;;;;;;;;x
b_gisei_toshi_adj;Gisei Toshian;;Gisei Tosher;;;;;;;;;;;x
b_great_climb;Great Climb;Great Climb;Great Climb;;Great Climb;;;;;;;;;x
b_great_climb_adj;Great Climbian;;Great Climber;;;;;;;;;;;x
b_great_falls_castle;Great Falls Castle;Great Falls Castle;Great Falls Castle;;Great Falls Castle;;;;;;;;;x
b_great_falls_castle_adj;Great Falls Castlean;;Great Falls Castler;;;;;;;;;;;x
b_great_hall_of_records;Great Hall of Records;Great Hall of Records;Great Hall of Records;;Great Hall of Records;;;;;;;;;x
b_great_hall_of_records_adj;Great Hall of Recordsian;;Great Hall of Recordser;;;;;;;;;;;x
b_gunsho_province;Gunsho province;Gunsho province;Gunsho province;;Gunsho province;;;;;;;;;x
b_gunsho_province_adj;Gunsho provincean;;Gunsho provincer;;;;;;;;;;;x
b_haimaato_mura;Haimaato Mura;Haimaato Mura;Haimaato Mura;;Haimaato Mura;;;;;;;;;x
b_haimaato_mura_adj;Haimaato Muran;;Haimaato Murer;;;;;;;;;;;x
b_hearth_of_vigilance_forrest;Hearth of Vigilance Forrest;Hearth of Vigilance Forrest;Hearth of Vigilance Forrest;;Hearth of Vigilance Forrest;;;;;;;;;x
b_hearth_of_vigilance_forrest_adj;Hearth of Vigilance Forrestian;;Hearth of Vigilance Forrester;;;;;;;;;;;x
b_heavens_wisdom_temple;Heaven's Wisdom Temple;Heaven's Wisdom Temple;Heaven's Wisdom Temple;;Heaven's Wisdom Temple;;;;;;;;;x
b_heavens_wisdom_temple_adj;Heavens Wisdom Templean;;Heaven's Wisdom Templer;;;;;;;;;;;x
b_heibeisu;Heibeisu;Heibeisu;Heibeisu;;Heibeisu;;;;;;;;;x
b_heibeisu_adj;Heibeisian;;heibeiser;;;;;;;;;;;x
b_heigen_province;Heigen province;Heigen province;Heigen province;;Heigen province;;;;;;;;;x
b_heigen_province_adj;Heigen provincean;;Heigen provincer;;;;;;;;;;;x
b_henkyou_province;Henkyou province;Henkyou province;Henkyou province;;Henkyou province;;;;;;;;;x
b_henkyou_province_adj;Henkyou provincean;;Henkyou provincer;;;;;;;;;;;x
b_hidden_moon_dojo;Hidden Moon Dojo;Hidden Moon Dojo;Hidden Moon Dojo;;Hidden Moon Dojo;;;;;;;;;x
b_hidden_moon_dojo_adj;Hidden Moon Dojian;;Hidden Moon Dojer;;;;;;;;;;;x
b_hidden_watch_keep;Hidden Watch Keep;Hidden Watch Keep;Hidden Watch Keep;;Hidden Watch Keep;;;;;;;;;x
b_hidden_watch_keep_adj;Hidden Watch Keepian;;Hidden Watch Keeper;;;;;;;;;;;x
b_higashiyama_mura;Higashiyama Mura;Higashiyama Mura;Higashiyama Mura;;Higashiyama Mura;;;;;;;;;x
b_higashiyama_mura_adj;Higashiyama Muran;;Higashiyama Murer;;;;;;;;;;;x
b_high_house_of_light;High House of light;High House of light;High House of light;;High House of light;;;;;;;;;x
b_high_house_of_light_adj;High House of lightian;;High House of lighter;;;;;;;;;;;x
b_high_tree_village;High Tree Village;High Tree Village;High Tree Village;;High Tree Village;;;;;;;;;x
b_high_tree_village_adj;High Tree Villagean;;High Tree Villager;;;;;;;;;;;x
b_hisatu_kesu;Hisatu Kesu;Hisatu Kesu;Hisatu Kesu;;Hisatu Kesu;;;;;;;;;x
b_hisatu_kesu_adj;Hisatu Kesian;;Hisatu Keser;;;;;;;;;;;x
b_holy_home_village;Holy Home Village;Holy Home Village;Holy Home Village;;Holy Home Village;;;;;;;;;x
b_holy_home_village_adj;Holy Home Villagean;;Holy Home Villager;;;;;;;;;;;x
b_honors_lesson_dojo;Honor's Lesson Dojo;Honor's Lesson Dojo;Honor's Lesson Dojo;;Honor's Lesson Dojo;;;;;;;;;x
b_honors_lesson_dojo_adj;Honors Lesson Dojian;;Honor's Lesson Dojer;;;;;;;;;;;x
b_hopeful_rest;Hopeful Rest;Hopeful Rest;Hopeful Rest;;Hopeful Rest;;;;;;;;;x
b_hopeful_rest_adj;Hopeful Restian;;Hopeful Rester;;;;;;;;;;;x
b_hotei_seido;Hotei Seido;Hotei Seido;Hotei Seido;;Hotei Seido;;;;;;;;;x
b_hotei_seido_adj;Hotei Seidian;;Hotei Seider;;;;;;;;;;;x
b_humble_village;Humble Village;Humble Village;Humble Village;;Humble Village;;;;;;;;;x
b_humble_village_adj;Humble Villagean;;Humble Villager;;;;;;;;;;;x
b_ice_fish_village;Ice Fish Village;Ice Fish Village;Ice Fish Village;;Ice Fish Village;;;;;;;;;x
b_ice_fish_village_adj;Ice Fish Villagean;;Ice Fish Villager;;;;;;;;;;;x
b_ichigun_province;Ichigun province;Ichigun province;Ichigun province;;Ichigun province;;;;;;;;;x
b_ichigun_province_adj;Ichigun provincean;;Ichigun provincer;;;;;;;;;;;x
b_ichigun_province_2;Ichigun province;Ichigun province;Ichigun province;;Ichigun province;;;;;;;;;x
b_ichigun_province_2_adj;Ichigun provincean;;Ichigun provincer;;;;;;;;;;;x
b_irie_province;Irie province;Irie province;Irie province;;Irie province;;;;;;;;;x
b_irie_province_adj;Irie provincean;;Irie provincer;;;;;;;;;;;x
b_iron_mountain_dojo;Iron Mountain dojo;Iron Mountain dojo;Iron Mountain dojo;;Iron Mountain dojo;;;;;;;;;x
b_iron_mountain_dojo_adj;Iron Mountain dojian;;Iron Mountain dojer;;;;;;;;;;;x
b_iron_rings_cascade;Iron Rings Cascade;Iron Rings Cascade;Iron Rings Cascade;;Iron Rings Cascade;;;;;;;;;x
b_iron_rings_cascade_adj;Iron Rings Cascadean;;Iron Rings Cascader;;;;;;;;;;;x
b_iron_turtle_city;Iron Turtle City;Iron Turtle City;Iron Turtle City;;Iron Turtle City;;;;;;;;;x
b_iron_turtle_city_adj;Iron Turtle Citian;;Iron Turtle Citer;;;;;;;;;;;x
b_isei_mura;Isei Mura;Isei Mura;Isei Mura;;Isei Mura;;;;;;;;;x
b_isei_mura_adj;Isei Muran;;Isei Murer;;;;;;;;;;;x
b_ishibei_province;Ishibei province;Ishibei province;Ishibei province;;Ishibei province;;;;;;;;;x
b_ishibei_province_adj;Ishibei provincean;;Ishibei provincer;;;;;;;;;;;x
b_itoshii_province;Itoshii province;Itoshii province;Itoshii province;;Itoshii province;;;;;;;;;x
b_itoshii_province_adj;Itoshii provincean;;Itoshii provincer;;;;;;;;;;;x
b_jukami_mura;Jukami Mura;Jukami Mura;Jukami Mura;;Jukami Mura;;;;;;;;;x
b_jukami_mura_adj;Jukami Muran;;Jukami Murer;;;;;;;;;;;x
b_jurojin_seido;Jurojin Seido;Jurojin Seido;Jurojin Seido;;Jurojin Seido;;;;;;;;;x
b_jurojin_seido_adj;Jurojin Seidian;;Jurojin Seider;;;;;;;;;;;x
b_juuin_province;Juuin province;Juuin province;Juuin province;;Juuin province;;;;;;;;;x
b_juuin_province_adj;Juuin provincean;;Juuin provincer;;;;;;;;;;;x
b_juuin_province_2;Juuin province;Juuin province;Juuin province;;Juuin province;;;;;;;;;x
b_juuin_province_2_adj;Juuin provincean;;Juuin provincer;;;;;;;;;;;x
b_kaagis_soul_shrine;Kaagi's Soul Shrine;Kaagi's Soul Shrine;Kaagi's Soul Shrine;;Kaagi's Soul Shrine;;;;;;;;;x
b_kaagis_soul_shrine_adj;Kaagis Soul Shrinean;;Kaagi's Soul Shriner;;;;;;;;;;;x
b_kaeru_province;Kaeru province;Kaeru province;Kaeru province;;Kaeru province;;;;;;;;;x
b_kaeru_province_adj;Kaeru provincean;;Kaeru provincer;;;;;;;;;;;x
b_kaeru_toshi;Kaeru Toshi;Kaeru Toshi;Kaeru Toshi;;Kaeru Toshi;;;;;;;;;x
b_kaeru_toshi_adj;Kaeru Toshian;;Kaeru Tosher;;;;;;;;;;;x
b_kagehisa_mura;Kagehisa Mura;Kagehisa Mura;Kagehisa Mura;;Kagehisa Mura;;;;;;;;;x
b_kagehisa_mura_adj;Kagehisa Muran;;Kagehisa Murer;;;;;;;;;;;x
b_kagoki;Kagoki;Kagoki;Kagoki;;Kagoki;;;;;;;;;x
b_kagoki_adj;Kagokian;;kagoker;;;;;;;;;;;x
b_kaiten_mura;Kaiten Mura;Kaiten Mura;Kaiten Mura;;Kaiten Mura;;;;;;;;;x
b_kaiten_mura_adj;Kaiten Muran;;Kaiten Murer;;;;;;;;;;;x
b_kaitou_province;Kaitou province;Kaitou province;Kaitou province;;Kaitou province;;;;;;;;;x
b_kaitou_province_adj;Kaitou provincean;;Kaitou provincer;;;;;;;;;;;x
b_kaiu_kabe;Kaiu Kabe;Kaiu Kabe;Kaiu Kabe;;Kaiu Kabe;;;;;;;;;x
b_kaiu_kabe_adj;Kaiu Kabean;;Kaiu Kaber;;;;;;;;;;;x
b_kaiu_shiro;Kaiu Shiro;Kaiu Shiro;Kaiu Shiro;;Kaiu Shiro;;;;;;;;;x
b_kaiu_shiro_adj;Kaiu Shirian;;Kaiu Shirer;;;;;;;;;;;x
b_kakita_bogu;Kakita Bogu;Kakita Bogu;Kakita Bogu;;Kakita Bogu;;;;;;;;;x
b_kakita_bogu_adj;Kakita Bogian;;Kakita Boger;;;;;;;;;;;x
b_kamisori_sano_yoake_shiro;Kamisori sano Yoake Shiro;Kamisori sano Yoake Shiro;Kamisori sano Yoake Shiro;;Kamisori sano Yoake Shiro;;;;;;;;;x
b_kamisori_sano_yoake_shiro_adj;Kamisori sano Yoake Shirian;;Kamisori sano Yoake Shirer;;;;;;;;;;;x
b_kano_mura;Kano Mura;Kano Mura;Kano Mura;;Kano Mura;;;;;;;;;x
b_kano_mura_adj;Kano Muran;;Kano Murer;;;;;;;;;;;x
b_keen_eyes_strike_village;Keen Eyes Strike Village;Keen Eyes Strike Village;Keen Eyes Strike Village;;Keen Eyes Strike Village;;;;;;;;;x
b_keen_eyes_strike_village_adj;Keen Eyes Strike Villagean;;Keen Eyes Strike Villager;;;;;;;;;;;x
b_keep_of_the_fortunate_husband;Keep of the Fortunate Husband;Keep of the Fortunate Husband;Keep of the Fortunate Husband;;Keep of the Fortunate Husband;;;;;;;;;x
b_keep_of_the_fortunate_husband_adj;Keep of the Fortunate Husbandian;;Keep of the Fortunate Husbander;;;;;;;;;;;x
b_ken_ryu_province;Ken-ryu province;Ken-ryu province;Ken-ryu province;;Ken-ryu province;;;;;;;;;x
b_ken_ryu_province_adj;Ken-ryu provincean;;Ken-ryu provincer;;;;;;;;;;;x
b_ken_ryu_province_2;Ken-ryu province;Ken-ryu province;Ken-ryu province;;Ken-ryu province;;;;;;;;;x
b_ken_ryu_province_2_adj;Ken-ryu provincean;;Ken-ryu provincer;;;;;;;;;;;x
b_kenson_gakka;Kenson Gakka;Kenson Gakka;Kenson Gakka;;Kenson Gakka;;;;;;;;;x
b_kenson_gakka_adj;Kenson Gakkan;;Kenson Gakker;;;;;;;;;;;x
b_ki_rins_shrine;Ki-Rin's Shrine;Ki-Rin's Shrine;Ki-Rin's Shrine;;Ki-Rin's Shrine;;;;;;;;;x
b_ki_rins_shrine_adj;Ki-Rins Shrinean;;Ki-Rin's Shriner;;;;;;;;;;;x
b_kibukito_mura;Kibukito Mura;Kibukito Mura;Kibukito Mura;;Kibukito Mura;;;;;;;;;x
b_kibukito_mura_adj;Kibukito Muran;;Kibukito Murer;;;;;;;;;;;x
b_kirei_mura;Kirei Mura;Kirei Mura;Kirei Mura;;Kirei Mura;;;;;;;;;x
b_kirei_mura_adj;Kirei Muran;;Kirei Murer;;;;;;;;;;;x
b_kitsu_tombs;Kitsu Tombs;Kitsu Tombs;Kitsu Tombs;;Kitsu Tombs;;;;;;;;;x
b_kitsu_tombs_adj;Kitsu Tombsian;;Kitsu Tombser;;;;;;;;;;;x
b_kitsune_mori;Kitsune Mori;Kitsune Mori;Kitsune Mori;;Kitsune Mori;;;;;;;;;x
b_kitsune_mori_adj;Kitsune Morian;;Kitsune Morer;;;;;;;;;;;x
b_kojiin_horiuchi;Kojiin Horiuchi;Kojiin Horiuchi;Kojiin Horiuchi;;Kojiin Horiuchi;;;;;;;;;x
b_kojiin_horiuchi_adj;Kojiin Horiuchian;;Kojiin Horiucher;;;;;;;;;;;x
b_kosaten_province;Kosaten province;Kosaten province;Kosaten province;;Kosaten province;;;;;;;;;x
b_kosaten_province_adj;Kosaten provincean;;Kosaten provincer;;;;;;;;;;;x
b_kosaten_shiro;Kosaten Shiro;Kosaten Shiro;Kosaten Shiro;;Kosaten Shiro;;;;;;;;;x
b_kosaten_shiro_adj;Kosaten Shirian;;Kosaten Shirer;;;;;;;;;;;x
b_koten;Koten;Koten;Koten;;Koten;;;;;;;;;x
b_koten_adj;Kotenian;;kotener;;;;;;;;;;;x
b_kougen_province;Kougen province;Kougen province;Kougen province;;Kougen province;;;;;;;;;x
b_kougen_province_adj;Kougen provincean;;Kougen provincer;;;;;;;;;;;x
b_kouryo_mura;Kouryo Mura;Kouryo Mura;Kouryo Mura;;Kouryo Mura;;;;;;;;;x
b_kouryo_mura_adj;Kouryo Muran;;Kouryo Murer;;;;;;;;;;;x
b_kuchikeru;Kuchikeru;Kuchikeru;Kuchikeru;;Kuchikeru;;;;;;;;;x
b_kuchikeru_adj;Kuchikerian;;kuchikerer;;;;;;;;;;;x
b_kuda_maru;Kuda Maru;Kuda Maru;Kuda Maru;;Kuda Maru;;;;;;;;;x
b_kuda_maru_adj;Kuda Marian;;Kuda Marer;;;;;;;;;;;x
b_kuda_province;Kuda province;Kuda province;Kuda province;;Kuda province;;;;;;;;;x
b_kuda_province_adj;Kuda provincean;;Kuda provincer;;;;;;;;;;;x
b_kunizakai_province;Kunizakai province;Kunizakai province;Kunizakai province;;Kunizakai province;;;;;;;;;x
b_kunizakai_province_adj;Kunizakai provincean;;Kunizakai provincer;;;;;;;;;;;x
b_kuroshin_shrine;Kuroshin Shrine;Kuroshin Shrine;Kuroshin Shrine;;Kuroshin Shrine;;;;;;;;;x
b_kuroshin_shrine_adj;Kuroshin Shrinean;;Kuroshin Shriner;;;;;;;;;;;x
b_kyden_gunsho;Kyden Gunsho;Kyden Gunsho;Kyden Gunsho;;Kyden Gunsho;;;;;;;;;x
b_kyden_gunsho_adj;Kyden Gunshian;;Kyden Gunsher;;;;;;;;;;;x
b_kyden_hida;Kyden Hida;Kyden Hida;Kyden Hida;;Kyden Hida;;;;;;;;;x
b_kyden_hida_adj;Kyden Hidan;;Kyden Hider;;;;;;;;;;;x
b_kyden_ikoma;Kyden Ikoma;Kyden Ikoma;Kyden Ikoma;;Kyden Ikoma;;;;;;;;;x
b_kyden_ikoma_adj;Kyden Ikoman;;Kyden Ikomer;;;;;;;;;;;x
b_kyden_toketsu;Kyden Toketsu;Kyden Toketsu;Kyden Toketsu;;Kyden Toketsu;;;;;;;;;x
b_kyden_toketsu_adj;Kyden Toketsian;;Kyden Toketser;;;;;;;;;;;x
