#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_chuuou_province_adj;Chuuou provincean;;Chuuou provincer;;;;;;;;;;;x
c_dairiki_province;Dairiki province;Dairiki province;Dairiki province;;Dairiki province;;;;;;;;;x
c_dairiki_province_adj;Dairiki provincean;;Dairiki provincer;;;;;;;;;;;x
c_douro_province;Douro province;Douro province;Douro province;;Douro province;;;;;;;;;x
c_douro_province_adj;Douro provincean;;Douro provincer;;;;;;;;;;;x
c_eiyu_province;Eiyu province;Eiyu province;Eiyu province;;Eiyu province;;;;;;;;;x
c_eiyu_province_adj;Eiyu provincean;;Eiyu provincer;;;;;;;;;;;x
c_enjaku_province;Enjaku province;Enjaku province;Enjaku province;;Enjaku province;;;;;;;;;x
c_enjaku_province_adj;Enjaku provincean;;Enjaku provincer;;;;;;;;;;;x
c_enju_province;Enju province;Enju province;Enju province;;Enju province;;;;;;;;;x
c_enju_province_adj;Enju provincean;;Enju provincer;;;;;;;;;;;x
c_enzan_province;Enzan province;Enzan province;Enzan province;;Enzan province;;;;;;;;;x
c_enzan_province_adj;Enzan provincean;;Enzan provincer;;;;;;;;;;;x
c_foshi_province;Foshi province;Foshi province;Foshi province;;Foshi province;;;;;;;;;x
c_foshi_province_adj;Foshi provincean;;Foshi provincer;;;;;;;;;;;x
c_fukitsu_province;Fukitsu province;Fukitsu province;Fukitsu province;;Fukitsu province;;;;;;;;;x
c_fukitsu_province_adj;Fukitsu provincean;;Fukitsu provincer;;;;;;;;;;;x
c_gaien_province;Gaien province;Gaien province;Gaien province;;Gaien province;;;;;;;;;x
c_gaien_province_adj;Gaien provincean;;Gaien provincer;;;;;;;;;;;x
c_gakka_province;Gakka province;Gakka province;Gakka province;;Gakka province;;;;;;;;;x
c_gakka_province_adj;Gakka provincean;;Gakka provincer;;;;;;;;;;;x
c_garanto_province;Garanto province;Garanto province;Garanto province;;Garanto province;;;;;;;;;x
c_garanto_province_adj;Garanto provincean;;Garanto provincer;;;;;;;;;;;x
c_garanto_province_2;Garanto province;Garanto province;Garanto province;;Garanto province;;;;;;;;;x
c_garanto_province_2_adj;Garanto provincean;;Garanto provincer;;;;;;;;;;;x
c_gisei_province;Gisei province;Gisei province;Gisei province;;Gisei province;;;;;;;;;x
c_gisei_province_adj;Gisei provincean;;Gisei provincer;;;;;;;;;;;x
c_gotei_province;Gotei province;Gotei province;Gotei province;;Gotei province;;;;;;;;;x
c_gotei_province_adj;Gotei provincean;;Gotei provincer;;;;;;;;;;;x
c_gunsho_province;Gunsho province;Gunsho province;Gunsho province;;Gunsho province;;;;;;;;;x
c_gunsho_province_adj;Gunsho provincean;;Gunsho provincer;;;;;;;;;;;x
c_gyousha_province;Gyousha province;Gyousha province;Gyousha province;;Gyousha province;;;;;;;;;x
c_gyousha_province_adj;Gyousha provincean;;Gyousha provincer;;;;;;;;;;;x
c_haimaato_province;Haimaato province;Haimaato province;Haimaato province;;Haimaato province;;;;;;;;;x
c_haimaato_province_adj;Haimaato provincean;;Haimaato provincer;;;;;;;;;;;x
c_hayai_province;Hayai province;Hayai province;Hayai province;;Hayai province;;;;;;;;;x
c_hayai_province_adj;Hayai provincean;;Hayai provincer;;;;;;;;;;;x
c_hayaku_province;Hayaku province;Hayaku province;Hayaku province;;Hayaku province;;;;;;;;;x
c_hayaku_province_adj;Hayaku provincean;;Hayaku provincer;;;;;;;;;;;x
c_heigen_province;Heigen province;Heigen province;Heigen province;;Heigen province;;;;;;;;;x
c_heigen_province_adj;Heigen provincean;;Heigen provincer;;;;;;;;;;;x
c_henkyou_province;Henkyou province;Henkyou province;Henkyou province;;Henkyou province;;;;;;;;;x
c_henkyou_province_adj;Henkyou provincean;;Henkyou provincer;;;;;;;;;;;x
c_hinome_province;Hinome province;Hinome province;Hinome province;;Hinome province;;;;;;;;;x
c_hinome_province_adj;Hinome provincean;;Hinome provincer;;;;;;;;;;;x
c_hissori_province;Hissori province;Hissori province;Hissori province;;Hissori province;;;;;;;;;x
c_hissori_province_adj;Hissori provincean;;Hissori provincer;;;;;;;;;;;x
c_hizoku_province;Hizoku province;Hizoku province;Hizoku province;;Hizoku province;;;;;;;;;x
c_hizoku_province_adj;Hizoku provincean;;Hizoku provincer;;;;;;;;;;;x
c_hokufuu_province;Hokufuu province;Hokufuu province;Hokufuu province;;Hokufuu province;;;;;;;;;x
c_hokufuu_province_adj;Hokufuu provincean;;Hokufuu provincer;;;;;;;;;;;x
c_ichigun_province;Ichigun province;Ichigun province;Ichigun province;;Ichigun province;;;;;;;;;x
c_ichigun_province_adj;Ichigun provincean;;Ichigun provincer;;;;;;;;;;;x
c_ienikaeru_province;Ienikaeru province;Ienikaeru province;Ienikaeru province;;Ienikaeru province;;;;;;;;;x
c_ienikaeru_province_adj;Ienikaeru provincean;;Ienikaeru provincer;;;;;;;;;;;x
c_ikota_province;Ikota province;Ikota province;Ikota province;;Ikota province;;;;;;;;;x
c_ikota_province_adj;Ikota provincean;;Ikota provincer;;;;;;;;;;;x
c_inazuma_province;Inazuma province;Inazuma province;Inazuma province;;Inazuma province;;;;;;;;;x
c_inazuma_province_adj;Inazuma provincean;;Inazuma provincer;;;;;;;;;;;x
c_irie_province;Irie province;Irie province;Irie province;;Irie province;;;;;;;;;x
c_irie_province_adj;Irie provincean;;Irie provincer;;;;;;;;;;;x
c_ishibei_province;Ishibei province;Ishibei province;Ishibei province;;Ishibei province;;;;;;;;;x
c_ishibei_province_adj;Ishibei provincean;;Ishibei provincer;;;;;;;;;;;x
c_ishigaki_province;Ishigaki province;Ishigaki province;Ishigaki province;;Ishigaki province;;;;;;;;;x
c_ishigaki_province_adj;Ishigaki provincean;;Ishigaki provincer;;;;;;;;;;;x
c_itoshii_province;Itoshii province;Itoshii province;Itoshii province;;Itoshii province;;;;;;;;;x
c_itoshii_province_adj;Itoshii provincean;;Itoshii provincer;;;;;;;;;;;x
c_junkin_province;Junkin province;Junkin province;Junkin province;;Junkin province;;;;;;;;;x
c_junkin_province_adj;Junkin provincean;;Junkin provincer;;;;;;;;;;;x
c_juuin_province;Juuin province;Juuin province;Juuin province;;Juuin province;;;;;;;;;x
c_juuin_province_adj;Juuin provincean;;Juuin provincer;;;;;;;;;;;x
c_kaeru_province;Kaeru province;Kaeru province;Kaeru province;;Kaeru province;;;;;;;;;x
c_kaeru_province_adj;Kaeru provincean;;Kaeru provincer;;;;;;;;;;;x
c_kaitou_province;Kaitou province;Kaitou province;Kaitou province;;Kaitou province;;;;;;;;;x
c_kaitou_province_adj;Kaitou provincean;;Kaitou provincer;;;;;;;;;;;x
c_kakushikoto_province;Kakushikoto province;Kakushikoto province;Kakushikoto province;;Kakushikoto province;;;;;;;;;x
c_kakushikoto_province_adj;Kakushikoto provincean;;Kakushikoto provincer;;;;;;;;;;;x
c_kakusu_province;Kakusu province;Kakusu province;Kakusu province;;Kakusu province;;;;;;;;;x
c_kakusu_province_adj;Kakusu provincean;;Kakusu provincer;;;;;;;;;;;x
c_kawa_province;Kawa province;Kawa province;Kawa province;;Kawa province;;;;;;;;;x
c_kawa_province_adj;Kawa provincean;;Kawa provincer;;;;;;;;;;;x
c_kaze_province;Kaze province;Kaze province;Kaze province;;Kaze province;;;;;;;;;x
c_kaze_province_adj;Kaze provincean;;Kaze provincer;;;;;;;;;;;x
c_kazenmuketsu_province;Kazenmuketsu province;Kazenmuketsu province;Kazenmuketsu province;;Kazenmuketsu province;;;;;;;;;x
c_kazenmuketsu_province_adj;Kazenmuketsu provincean;;Kazenmuketsu provincer;;;;;;;;;;;x
c_ken_ryu_province;Ken-ryu province;Ken-ryu province;Ken-ryu province;;Ken-ryu province;;;;;;;;;x
c_ken_ryu_province_adj;Ken-ryu provincean;;Ken-ryu provincer;;;;;;;;;;;x
c_ki_rin_province;Ki-rin province;Ki-rin province;Ki-rin province;;Ki-rin province;;;;;;;;;x
c_ki_rin_province_adj;Ki-rin provincean;;Ki-rin provincer;;;;;;;;;;;x
c_kinbou_province;Kinbou province;Kinbou province;Kinbou province;;Kinbou province;;;;;;;;;x
c_kinbou_province_adj;Kinbou provincean;;Kinbou provincer;;;;;;;;;;;x
c_kinbou_province_2;Kinbou province;Kinbou province;Kinbou province;;Kinbou province;;;;;;;;;x
c_kinbou_province_2_adj;Kinbou provincean;;Kinbou provincer;;;;;;;;;;;x
c_kinenkan_province;Kinenkan province;Kinenkan province;Kinenkan province;;Kinenkan province;;;;;;;;;x
c_kinenkan_province_adj;Kinenkan provincean;;Kinenkan provincer;;;;;;;;;;;x
c_kinkaku_province;Kinkaku province;Kinkaku province;Kinkaku province;;Kinkaku province;;;;;;;;;x
c_kinkaku_province_adj;Kinkaku provincean;;Kinkaku provincer;;;;;;;;;;;x
c_kishou_province;Kishou province;Kishou province;Kishou province;;Kishou province;;;;;;;;;x
c_kishou_province_adj;Kishou provincean;;Kishou provincer;;;;;;;;;;;x
c_kosaten_province;Kosaten province;Kosaten province;Kosaten province;;Kosaten province;;;;;;;;;x
c_kosaten_province_adj;Kosaten provincean;;Kosaten provincer;;;;;;;;;;;x
c_kougen_province;Kougen province;Kougen province;Kougen province;;Kougen province;;;;;;;;;x
c_kougen_province_adj;Kougen provincean;;Kougen provincer;;;;;;;;;;;x
c_kougen_province_2;Kougen province;Kougen province;Kougen province;;Kougen province;;;;;;;;;x
c_kougen_province_2_adj;Kougen provincean;;Kougen provincer;;;;;;;;;;;x
c_kousou_province;Kousou province;Kousou province;Kousou province;;Kousou province;;;;;;;;;x
c_kousou_province_adj;Kousou provincean;;Kousou provincer;;;;;;;;;;;x
c_koutetsukan_province;Koutetsukan province;Koutetsukan province;Koutetsukan province;;Koutetsukan province;;;;;;;;;x
c_koutetsukan_province_adj;Koutetsukan provincean;;Koutetsukan provincer;;;;;;;;;;;x
c_kuda_province;Kuda province;Kuda province;Kuda province;;Kuda province;;;;;;;;;x
c_kuda_province_adj;Kuda provincean;;Kuda provincer;;;;;;;;;;;x
c_kunizakai_province;Kunizakai province;Kunizakai province;Kunizakai province;;Kunizakai province;;;;;;;;;x
c_kunizakai_province_adj;Kunizakai provincean;;Kunizakai provincer;;;;;;;;;;;x
c_kyoukan_province;Kyoukan province;Kyoukan province;Kyoukan province;;Kyoukan province;;;;;;;;;x
c_kyoukan_province_adj;Kyoukan provincean;;Kyoukan provincer;;;;;;;;;;;x
c_kyuukai_province;Kyuukai province;Kyuukai province;Kyuukai province;;Kyuukai province;;;;;;;;;x
c_kyuukai_province_adj;Kyuukai provincean;;Kyuukai provincer;;;;;;;;;;;x
c_maigosera_province;Maigosera province;Maigosera province;Maigosera province;;Maigosera province;;;;;;;;;x
c_maigosera_province_adj;Maigosera provincean;;Maigosera provincer;;;;;;;;;;;x
c_maryoku_province;Maryoku province;Maryoku province;Maryoku province;;Maryoku province;;;;;;;;;x
c_maryoku_province_adj;Maryoku provincean;;Maryoku provincer;;;;;;;;;;;x
c_midakai_province;Midakai province;Midakai province;Midakai province;;Midakai province;;;;;;;;;x
c_midakai_province_adj;Midakai provincean;;Midakai provincer;;;;;;;;;;;x
c_mihari_province;Mihari province;Mihari province;Mihari province;;Mihari province;;;;;;;;;x
c_mihari_province_adj;Mihari provincean;;Mihari provincer;;;;;;;;;;;x
c_mucha_province;Mucha province;Mucha province;Mucha province;;Mucha province;;;;;;;;;x
c_mucha_province_adj;Mucha provincean;;Mucha provincer;;;;;;;;;;;x
c_nanhan_province;Nanhan province;Nanhan province;Nanhan province;;Nanhan province;;;;;;;;;x
c_nanhan_province_adj;Nanhan provincean;;Nanhan provincer;;;;;;;;;;;x
c_nanimo_province;Nanimo province;Nanimo province;Nanimo province;;Nanimo province;;;;;;;;;x
c_nanimo_province_adj;Nanimo provincean;;Nanimo provincer;;;;;;;;;;;x
c_nejiro_province;Nejiro province;Nejiro province;Nejiro province;;Nejiro province;;;;;;;;;x
c_nejiro_province_adj;Nejiro provincean;;Nejiro provincer;;;;;;;;;;;x
c_nezuban_province;Nezuban province;Nezuban province;Nezuban province;;Nezuban province;;;;;;;;;x
c_nezuban_province_adj;Nezuban provincean;;Nezuban provincer;;;;;;;;;;;x
c_oiku_province;Oiku province;Oiku province;Oiku province;;Oiku province;;;;;;;;;x
c_oiku_province_adj;Oiku provincean;;Oiku provincer;;;;;;;;;;;x
c_omoidasu_province;Omoidasu province;Omoidasu province;Omoidasu province;;Omoidasu province;;;;;;;;;x
c_omoidasu_province_adj;Omoidasu provincean;;Omoidasu provincer;;;;;;;;;;;x
c_oyomesan_province;Oyomesan province;Oyomesan province;Oyomesan province;;Oyomesan province;;;;;;;;;x
c_oyomesan_province_adj;Oyomesan provincean;;Oyomesan provincer;;;;;;;;;;;x
c_renga_province;Renga province;Renga province;Renga province;;Renga province;;;;;;;;;x
c_renga_province_adj;Renga provincean;;Renga provincer;;;;;;;;;;;x
c_rugashi_province;Rugashi province;Rugashi province;Rugashi province;;Rugashi province;;;;;;;;;x
c_rugashi_province_adj;Rugashi provincean;;Rugashi provincer;;;;;;;;;;;x
c_ryoko_province;Ryoko province;Ryoko province;Ryoko province;;Ryoko province;;;;;;;;;x
c_ryoko_province_adj;Ryoko provincean;;Ryoko provincer;;;;;;;;;;;x
c_sabishi_province;Sabishi province;Sabishi province;Sabishi province;;Sabishi province;;;;;;;;;x
c_sabishi_province_adj;Sabishi provincean;;Sabishi provincer;;;;;;;;;;;x
c_sabishii_province;Sabishii province;Sabishii province;Sabishii province;;Sabishii province;;;;;;;;;x
c_sabishii_province_adj;Sabishii provincean;;Sabishii provincer;;;;;;;;;;;x
c_shadowlands;Shadowlands;Shadowlands;Shadowlands;;Shadowlands;;;;;;;;;x
c_shadowlands_adj;Shadowlandsian;;shadowlandser;;;;;;;;;;;x
c_shaiga_province;Shaiga province;Shaiga province;Shaiga province;;Shaiga province;;;;;;;;;x
c_shaiga_province_adj;Shaiga provincean;;Shaiga provincer;;;;;;;;;;;x
c_shimizu_province;Shimizu province;Shimizu province;Shimizu province;;Shimizu province;;;;;;;;;x
c_shimizu_province_adj;Shimizu provincean;;Shimizu provincer;;;;;;;;;;;x
c_shinkyou_province;Shinkyou province;Shinkyou province;Shinkyou province;;Shinkyou province;;;;;;;;;x
c_shinkyou_province_adj;Shinkyou provincean;;Shinkyou provincer;;;;;;;;;;;x
c_shinpi_province;Shinpi province;Shinpi province;Shinpi province;;Shinpi province;;;;;;;;;x
c_shinpi_province_adj;Shinpi provincean;;Shinpi provincer;;;;;;;;;;;x
c_shirani_province;Shirani province;Shirani province;Shirani province;;Shirani province;;;;;;;;;x
c_shirani_province_adj;Shirani provincean;;Shirani provincer;;;;;;;;;;;x
c_sinjutsu_province;Sinjutsu province;Sinjutsu province;Sinjutsu province;;Sinjutsu province;;;;;;;;;x
c_sinjutsu_province_adj;Sinjutsu provincean;;Sinjutsu provincer;;;;;;;;;;;x
c_sunda_mizu_province;Sunda Mizu province;Sunda Mizu province;Sunda Mizu province;;Sunda Mizu province;;;;;;;;;x
c_sunda_mizu_province_adj;Sunda Mizu provincean;;Sunda Mizu provincer;;;;;;;;;;;x
c_takuetsu_province;Takuetsu province;Takuetsu province;Takuetsu province;;Takuetsu province;;;;;;;;;x
c_takuetsu_province_adj;Takuetsu provincean;;Takuetsu provincer;;;;;;;;;;;x
c_tokigogachu_province;Tokigogachu province;Tokigogachu province;Tokigogachu province;;Tokigogachu province;;;;;;;;;x
c_tokigogachu_province_adj;Tokigogachu provincean;;Tokigogachu provincer;;;;;;;;;;;x
c_tonfajutsen;Tonfajutsen;Tonfajutsen;Tonfajutsen;;Tonfajutsen;;;;;;;;;x
c_tonfajutsen_adj;Tonfajutsenian;;tonfajutsener;;;;;;;;;;;x
c_toritaka_province;Toritaka province;Toritaka province;Toritaka province;;Toritaka province;;;;;;;;;x
c_toritaka_province_adj;Toritaka provincean;;Toritaka provincer;;;;;;;;;;;x
c_toshibu_province;Toshibu province;Toshibu province;Toshibu province;;Toshibu province;;;;;;;;;x
c_toshibu_province_adj;Toshibu provincean;;Toshibu provincer;;;;;;;;;;;x
c_ukabu_province;Ukabu province;Ukabu province;Ukabu province;;Ukabu province;;;;;;;;;x
c_ukabu_province_adj;Ukabu provincean;;Ukabu provincer;;;;;;;;;;;x
c_umoeru_province;Umoeru province;Umoeru province;Umoeru province;;Umoeru province;;;;;;;;;x
c_umoeru_province_adj;Umoeru provincean;;Umoeru provincer;;;;;;;;;;;x
c_wakiaiai_province;Wakiaiai province;Wakiaiai province;Wakiaiai province;;Wakiaiai province;;;;;;;;;x
c_wakiaiai_province_adj;Wakiaiai provincean;;Wakiaiai provincer;;;;;;;;;;;x
c_yakeishi_province;Yakeishi province;Yakeishi province;Yakeishi province;;Yakeishi province;;;;;;;;;x
c_yakeishi_province_adj;Yakeishi provincean;;Yakeishi provincer;;;;;;;;;;;x
c_yama_province;Yama province;Yama province;Yama province;;Yama province;;;;;;;;;x
c_yama_province_adj;Yama provincean;;Yama provincer;;;;;;;;;;;x
c_yoake_province;Yoake province;Yoake province;Yoake province;;Yoake province;;;;;;;;;x
c_yoake_province_adj;Yoake provincean;;Yoake provincer;;;;;;;;;;;x
c_yogen_province;Yogen province;Yogen province;Yogen province;;Yogen province;;;;;;;;;x
c_yogen_province_adj;Yogen provincean;;Yogen provincer;;;;;;;;;;;x
c_yojin_province;Yojin province;Yojin province;Yojin province;;Yojin province;;;;;;;;;x
c_yojin_province_adj;Yojin provincean;;Yojin provincer;;;;;;;;;;;x
c_yosomono_province;Yosomono province;Yosomono province;Yosomono province;;Yosomono province;;;;;;;;;x
c_yosomono_province_adj;Yosomono provincean;;Yosomono provincer;;;;;;;;;;;x
c_yuma_province;Yuma province;Yuma province;Yuma province;;Yuma province;;;;;;;;;x
c_yuma_province_adj;Yuma provincean;;Yuma provincer;;;;;;;;;;;x
